Profession,Income,Credit_card_number,Expiry,Security_code,Fraud
DOCTOR,11261,3.72732E+14,May-25,858,1
ENGINEER,26180,4.95916E+18,Sep-26,827,1
ENGINEER,60753,4.50386E+18,Jan-26,548,1
DOCTOR,21076,2.44864E+15,Apr-25,555,0
DOCTOR,14232,2.27518E+15,Jul-25,22,0
LAWYER,70025,3.54858E+15,Oct-25,369,0
LAWYER,60042,4.55345E+18,Apr-28,398,1
LAWYER,93200,3.78013E+14,Feb-30,102,0
ENGINEER,93727,4.06813E+12,Nov-32,72,0
DOCTOR,6188,2.13105E+14,Dec-26,961,0
ENGINEER,29035,2.13107E+14,Jan-29,846,0
DOCTOR,50232,3.55014E+15,Jan-32,590,0
ENGINEER,69737,3.51571E+15,Nov-27,547,1
DOCTOR,62473,3.51566E+15,Apr-33,706,0
LAWYER,80437,4.55679E+15,Feb-33,397,1
DOCTOR,46162,6.58843E+15,Mar-26,322,1
ENGINEER,78183,4.22982E+15,Jul-34,510,1
ENGINEER,74351,4.54156E+15,Jul-27,71,0
ENGINEER,32377,3.71531E+14,Sep-31,676,1
DOCTOR,1765,4.88602E+18,Sep-32,77,0
LAWYER,40797,3.55722E+15,May-28,736,1
ENGINEER,56385,3.02931E+13,Aug-26,370,1
ENGINEER,81452,2.13144E+14,Jan-34,349,1
ENGINEER,54947,4.74918E+15,Sep-26,929,1
DOCTOR,19533,3.42873E+14,Feb-28,952,1
ENGINEER,84468,3.56636E+15,Jul-26,294,1
ENGINEER,47686,4.53718E+15,Nov-25,66,0
DOCTOR,28989,3.56839E+15,Jan-34,272,0
ENGINEER,81660,6.52974E+15,Sep-32,8485,0
LAWYER,89745,4.42153E+15,Dec-28,63,0
LAWYER,37254,2.29677E+15,Apr-26,428,1
DOCTOR,67439,4.8796E+15,Feb-30,264,1
LAWYER,37284,3.5056E+15,Mar-29,900,0
LAWYER,71174,2.23647E+15,Aug-27,565,0
LAWYER,13027,3.86152E+13,Nov-25,468,1
LAWYER,35565,6.39055E+11,May-32,632,1
DOCTOR,60448,5.75874E+11,Dec-27,869,1
ENGINEER,45608,4.39306E+18,Sep-34,514,1
DOCTOR,4396,4.02417E+15,Dec-25,519,0
DOCTOR,38027,3.51727E+15,Sep-25,491,0
DOCTOR,56494,3.56376E+15,Nov-26,785,0
ENGINEER,23678,3.54767E+15,Mar-28,425,1
DOCTOR,91518,4.49542E+15,Dec-26,446,0
DOCTOR,66319,3.58122E+15,Nov-25,3,1
LAWYER,98253,2.7191E+15,Aug-27,182,1
DOCTOR,18315,3.50922E+15,Sep-30,564,1
LAWYER,13838,3.45005E+14,Aug-29,8032,0
LAWYER,10762,3.63598E+13,Nov-30,620,1
DOCTOR,84321,6.01155E+15,Mar-29,591,0
LAWYER,20906,3.51334E+15,Nov-26,281,1
DOCTOR,67112,4.25653E+18,Nov-31,901,1
DOCTOR,68260,6.01117E+15,Apr-32,282,1
ENGINEER,77428,4.82075E+18,Apr-34,833,1
LAWYER,16139,6.5714E+15,Jun-25,890,1
LAWYER,10855,4.37981E+12,Jan-31,842,0
ENGINEER,20301,5.48024E+15,Sep-32,826,0
ENGINEER,43575,3.45808E+14,Dec-29,964,0
DOCTOR,1818,3.02644E+13,Mar-26,769,1
LAWYER,48739,3.05133E+13,Oct-33,221,0
DOCTOR,10086,6.76112E+11,Dec-31,96,0
ENGINEER,55813,2.40569E+15,Jun-29,257,0
ENGINEER,11173,5.35548E+15,Jun-31,408,0
LAWYER,44908,5.6504E+11,Jun-29,663,1
ENGINEER,34132,3.04065E+13,Sep-34,507,1
ENGINEER,88447,3.5706E+15,Jul-28,159,0
LAWYER,37428,3.57473E+15,Jun-29,365,1
DOCTOR,15676,4.7079E+15,Apr-28,351,0
LAWYER,7864,3.53259E+15,Jan-28,1019,0
ENGINEER,18797,3.05702E+13,Feb-26,420,0
ENGINEER,14488,2.255E+15,Dec-30,999,0
DOCTOR,81134,3.85906E+13,Jun-33,210,0
DOCTOR,87184,3.0346E+13,Aug-32,4893,1
DOCTOR,54941,4.32524E+12,Apr-33,59,0
LAWYER,55707,4.58839E+15,Sep-30,134,0
ENGINEER,99207,4.81328E+15,Apr-28,459,1
DOCTOR,5627,4.97867E+18,Oct-25,239,1
ENGINEER,79610,4.29304E+18,Jun-27,107,1
DOCTOR,16931,3.48306E+14,May-34,49,1
DOCTOR,97219,4.60952E+15,Jan-30,591,0
LAWYER,35467,4.21976E+15,Jun-26,141,0
DOCTOR,23180,1.8001E+14,Apr-27,328,1
DOCTOR,69431,3.0451E+13,Feb-27,143,1
LAWYER,50791,3.76185E+14,Sep-32,118,1
ENGINEER,19828,4.18552E+18,Jun-33,224,1
LAWYER,51457,4.94354E+15,Nov-30,9060,0
LAWYER,87810,5.039E+11,Nov-25,924,1
LAWYER,12177,3.59281E+15,Nov-32,384,0
LAWYER,89264,4.75902E+12,Oct-29,80,0
LAWYER,48505,3.70851E+14,Oct-33,257,0
ENGINEER,80985,2.41163E+15,Dec-33,628,1
ENGINEER,22099,6.76392E+11,Dec-32,8299,1
DOCTOR,99550,3.57001E+15,Nov-27,857,1
DOCTOR,7401,4.5095E+12,Jul-32,161,1
LAWYER,18957,6.57969E+15,Jul-31,43,0
ENGINEER,14507,4.93891E+12,Feb-32,867,0
ENGINEER,33831,3.05662E+13,Jan-29,933,1
ENGINEER,77804,3.50193E+15,Jul-32,872,1
DOCTOR,22281,4.84598E+18,Oct-32,473,1
DOCTOR,23284,3.57111E+15,Feb-28,385,0
DOCTOR,48059,4.39458E+15,Mar-31,569,1
DOCTOR,65622,1.8004E+14,Dec-29,278,1
DOCTOR,35408,3.56219E+15,Jun-28,196,1
LAWYER,48102,3.48944E+14,Jan-31,143,1
DOCTOR,50350,4.61334E+12,Sep-26,951,0
DOCTOR,30980,2.13153E+14,Aug-33,868,1
ENGINEER,55948,6.0111E+15,Aug-30,115,0
LAWYER,33780,3.52369E+15,Dec-24,314,0
DOCTOR,54311,4.65303E+18,Aug-30,844,1
LAWYER,26425,1.80025E+14,Jan-27,184,0
DOCTOR,89473,5.48631E+15,Dec-27,666,1
ENGINEER,26204,3.54661E+15,Aug-27,568,1
ENGINEER,86514,3.03421E+13,Jul-28,815,0
DOCTOR,38312,4.24175E+18,Nov-30,991,0
ENGINEER,18510,3.49963E+14,Jan-28,59,0
ENGINEER,47614,3.58501E+15,Nov-24,959,1
ENGINEER,9215,4.35124E+15,Dec-26,559,1
ENGINEER,88196,3.52973E+15,Nov-29,330,0
LAWYER,17255,3.05132E+13,Feb-32,534,1
LAWYER,76599,1.80003E+14,May-29,2984,1
ENGINEER,86437,4.82909E+18,Apr-25,911,0
ENGINEER,81269,4.25498E+12,Jul-27,668,0
DOCTOR,83722,3.59696E+15,Jan-26,401,0
DOCTOR,73596,4.34607E+18,Jan-34,398,1
LAWYER,51889,4.44309E+12,Jun-32,90,1
LAWYER,53834,2.13139E+14,Jan-33,4467,0
LAWYER,49659,3.0528E+13,Aug-31,930,1
LAWYER,50051,4.49825E+18,Oct-31,150,1
DOCTOR,87866,3.42352E+14,May-26,358,0
LAWYER,27724,3.47811E+14,Dec-24,935,0
LAWYER,33100,3.01928E+13,Oct-25,633,0
DOCTOR,43495,3.49649E+14,Dec-33,901,1
ENGINEER,29642,4.48108E+12,Oct-33,147,1
DOCTOR,82946,4.45135E+15,May-31,7643,1
LAWYER,96455,3.04879E+13,Jan-30,726,0
ENGINEER,61955,4.1966E+15,Jun-29,404,1
DOCTOR,42553,2.713E+15,May-29,745,1
ENGINEER,17844,4.61216E+12,Dec-28,938,1
LAWYER,90083,4.51428E+18,Nov-25,893,0
ENGINEER,18638,3.74266E+14,Dec-32,470,0
ENGINEER,14561,3.50931E+15,Apr-27,850,1
LAWYER,73552,4.19951E+15,Apr-26,940,0
ENGINEER,60335,60427719491,Jan-32,391,0
ENGINEER,37410,3.50052E+15,Jul-33,368,1
ENGINEER,73175,4.80556E+18,Mar-26,722,1
LAWYER,52754,2.22586E+15,Aug-28,788,1
ENGINEER,12680,6.01171E+15,Dec-33,258,0
LAWYER,84349,6.59107E+15,Nov-29,754,0
DOCTOR,40097,4.6064E+15,Sep-26,623,1
DOCTOR,17375,4.84955E+18,Mar-33,631,1
DOCTOR,86597,5.75119E+11,Jul-32,221,1
LAWYER,91843,4.56268E+15,May-31,674,0
LAWYER,41021,6.59411E+15,Nov-29,204,0
LAWYER,42694,4.47718E+15,Mar-34,954,0
ENGINEER,66576,3.55751E+15,Mar-33,45,0
DOCTOR,54531,4.28998E+15,Jun-27,211,0
ENGINEER,5344,2.26997E+15,Jul-29,156,1
DOCTOR,36621,3.72291E+14,Apr-30,259,1
LAWYER,24334,2.72068E+15,Oct-25,691,0
LAWYER,61846,4.65982E+12,May-34,67,0
ENGINEER,17793,5.84089E+11,Jul-34,835,1
LAWYER,75384,4.65326E+15,Oct-25,259,0
ENGINEER,70283,4.73316E+12,Jul-27,4327,1
LAWYER,60732,4.93934E+15,Jan-25,442,1
DOCTOR,93902,4.54112E+15,Oct-34,36,1
LAWYER,87761,1.80038E+14,May-30,347,1
DOCTOR,16477,6.76264E+11,Nov-29,18,0
LAWYER,76607,2.26745E+15,Aug-29,155,1
DOCTOR,79583,4.59365E+15,Jul-30,1202,1
ENGINEER,12496,4.19146E+12,Jun-29,116,0
DOCTOR,60954,4.02688E+15,Jun-34,330,0
LAWYER,11638,3.59836E+15,May-32,958,1
DOCTOR,67676,4.26783E+12,Dec-27,421,1
ENGINEER,37364,4.50891E+18,Mar-25,4958,1
DOCTOR,57764,4.20464E+15,Aug-25,275,0
LAWYER,81711,2.273E+15,Jun-25,681,0
LAWYER,75538,3.79319E+14,Sep-32,313,0
LAWYER,7333,4.55625E+15,Jul-29,997,0
LAWYER,77634,1.80028E+14,Jun-29,452,0
DOCTOR,24149,4.6184E+18,Jul-31,535,1
ENGINEER,81526,3.04583E+13,Jul-26,590,1
ENGINEER,59153,3.85924E+13,Mar-27,55,0
DOCTOR,85242,3.55495E+15,Aug-25,599,1
ENGINEER,15692,6.30493E+11,Feb-25,589,0
DOCTOR,51660,6.75997E+11,Jun-25,167,1
LAWYER,21563,6.58551E+15,Jan-30,380,1
LAWYER,59359,4.24416E+18,Apr-28,897,1
ENGINEER,37264,2.25574E+15,May-29,37,1
ENGINEER,57474,4.18246E+18,Oct-28,408,0
LAWYER,60337,5.02062E+11,Mar-30,6196,1
DOCTOR,43347,2.27184E+15,Aug-29,425,0
ENGINEER,17659,3.81332E+13,Oct-33,113,1
LAWYER,36570,3.56057E+15,Apr-33,743,1
LAWYER,20228,4.35033E+15,Jun-29,931,1
DOCTOR,47925,2.70371E+15,Mar-25,695,0
LAWYER,22105,1.80075E+14,Jul-34,155,1
ENGINEER,66412,4.62755E+15,Jul-31,2747,1
ENGINEER,64701,2.72038E+15,Jun-30,942,1
LAWYER,33212,6.39076E+11,Apr-25,501,0
ENGINEER,79813,5.01881E+11,Dec-29,508,0
DOCTOR,37883,2.29239E+15,Sep-31,549,1
LAWYER,55395,3.53351E+15,Apr-29,728,0
DOCTOR,74604,6.01135E+15,Mar-26,126,1
DOCTOR,88312,5.80522E+11,Nov-28,7149,1
DOCTOR,8797,4.08956E+18,Jul-30,232,0
DOCTOR,3893,3.8476E+13,Jun-31,602,1
ENGINEER,16662,3.58964E+15,Oct-27,219,0
LAWYER,33699,4.24844E+15,Jan-29,6154,1
LAWYER,56756,3.59898E+15,Nov-29,256,0
ENGINEER,49191,6.01112E+15,Sep-33,608,1
ENGINEER,95064,6.75922E+11,May-34,190,1
LAWYER,22273,2.7041E+15,Dec-31,559,1
ENGINEER,63840,3.04257E+13,Nov-27,5629,0
DOCTOR,63707,4.63241E+15,Dec-28,184,0
LAWYER,68571,3.52365E+15,May-25,668,0
DOCTOR,32404,3.05166E+13,Mar-29,984,1
LAWYER,13786,3.59665E+15,Aug-31,906,1
DOCTOR,15738,4.78512E+15,Feb-31,332,0
DOCTOR,36253,3.55935E+15,Mar-33,700,0
LAWYER,33162,3.53555E+15,Dec-24,271,1
DOCTOR,42092,4.72279E+12,Feb-33,417,1
ENGINEER,12487,6.01124E+15,Apr-31,959,1
ENGINEER,43073,6.39014E+11,Mar-28,710,0
LAWYER,44782,6.7594E+11,Sep-30,867,1
LAWYER,93996,3.80872E+13,Feb-34,9560,0
ENGINEER,71519,4.12498E+15,May-33,496,0
LAWYER,3717,3.04969E+13,Oct-30,732,0
LAWYER,53663,2.28547E+15,May-31,63,0
ENGINEER,87946,3.44634E+14,May-25,9354,1
LAWYER,37381,6.01152E+15,Jan-30,649,1
LAWYER,35747,4.30599E+15,Jul-34,862,1
ENGINEER,15668,6.30495E+11,May-28,143,0
DOCTOR,46696,3.05553E+13,Jun-33,554,0
LAWYER,31576,1.80041E+14,Nov-28,201,1
ENGINEER,67054,4.22715E+18,Feb-27,365,0
DOCTOR,34470,3.03698E+13,Oct-26,654,0
LAWYER,57274,4.17459E+12,Nov-24,269,0
ENGINEER,6038,3.05188E+13,Jun-29,605,0
ENGINEER,70970,3.53229E+15,Feb-32,158,0
ENGINEER,24807,1.80005E+14,Jan-28,321,1
ENGINEER,61315,4.38644E+18,Jan-29,59,0
LAWYER,2000,3.04875E+13,May-25,572,0
LAWYER,66660,3.59323E+15,Jul-27,585,0
ENGINEER,6831,6.51686E+15,May-30,899,0
LAWYER,99464,4.58511E+12,Oct-25,647,1
DOCTOR,86176,5.3848E+15,Apr-28,352,1
LAWYER,63989,4.28153E+12,Oct-34,830,0
LAWYER,35882,3.52068E+15,Jun-27,22,0
LAWYER,15500,3.8885E+13,Dec-28,82,1
ENGINEER,65283,4.82244E+18,Jan-34,431,0
ENGINEER,69765,3.53191E+15,Sep-30,159,1
LAWYER,47866,4.06734E+12,Sep-25,265,0
LAWYER,44060,4.52596E+18,Jun-25,8736,0
ENGINEER,88941,3.49981E+14,Oct-25,986,0
ENGINEER,73237,4.42515E+15,May-34,935,1
DOCTOR,31538,4.84837E+18,Jul-32,730,1
DOCTOR,7981,3.60159E+13,Nov-33,125,0
LAWYER,79248,4.81328E+15,Oct-25,598,0
LAWYER,44778,5.15348E+15,Nov-34,371,1
LAWYER,94256,6.7592E+11,Mar-33,609,0
DOCTOR,68093,1.80029E+14,Aug-25,853,1
DOCTOR,23346,4.61896E+15,Jun-26,707,0
ENGINEER,54792,1.8005E+14,Jan-33,419,0
LAWYER,71727,4.9133E+15,Dec-31,301,1
LAWYER,25791,4.64586E+15,Apr-32,40,0
DOCTOR,7995,2.70159E+15,Jul-28,34,1
ENGINEER,48200,4.89732E+15,Feb-30,161,0
DOCTOR,74549,6.76292E+11,Jul-33,828,0
LAWYER,12990,5.35206E+15,Jul-28,795,1
DOCTOR,97855,3.52605E+15,May-28,547,1
ENGINEER,44016,3.5845E+15,Mar-31,880,0
ENGINEER,23265,4.74699E+12,Aug-34,890,1
ENGINEER,62389,2.13129E+14,Aug-29,624,1
DOCTOR,68261,3.5871E+15,Dec-30,896,0
DOCTOR,832,3.51329E+15,Sep-28,3194,1
LAWYER,13216,3.79535E+14,Oct-32,326,0
DOCTOR,66617,2.26111E+15,Jul-33,655,1
ENGINEER,10164,6.30467E+11,Sep-34,206,1
DOCTOR,98932,3.55797E+15,Apr-32,669,1
LAWYER,60129,4.98597E+12,Jul-29,686,1
DOCTOR,91117,4.95683E+12,Jul-32,603,0
DOCTOR,86584,4.32554E+12,Apr-28,6339,1
DOCTOR,56072,5.03852E+11,Oct-26,3013,1
LAWYER,47925,4.80535E+18,Dec-31,817,1
LAWYER,31044,4.17174E+15,Oct-29,643,0
ENGINEER,21045,4.41059E+12,Sep-33,765,1
ENGINEER,60598,1.80003E+14,Nov-27,840,0
LAWYER,79914,6.59396E+15,Feb-25,127,0
LAWYER,81339,6.76155E+11,Dec-24,726,1
ENGINEER,68110,4.1184E+15,Jul-29,625,0
DOCTOR,58116,60436927010,Oct-25,4,0
LAWYER,93769,4.70405E+15,Jul-32,749,0
DOCTOR,25013,3.5533E+15,Dec-24,493,1
ENGINEER,83264,6.57329E+15,Jun-29,205,0
ENGINEER,27491,6.39068E+11,Dec-28,860,1
ENGINEER,56813,6.50627E+15,Feb-28,491,0
DOCTOR,32055,4.75103E+12,Nov-31,4125,1
LAWYER,17922,4.9741E+18,Sep-29,228,0
ENGINEER,41763,4.61693E+18,May-26,9887,1
ENGINEER,27590,3.57585E+15,Sep-27,641,1
DOCTOR,3709,3.59398E+15,Jan-28,491,1
DOCTOR,70038,3.58017E+15,Oct-31,81,1
LAWYER,41154,3.52862E+15,Jun-26,332,0
LAWYER,31669,4.20296E+18,Nov-26,438,0
DOCTOR,41602,3.04219E+13,Apr-27,7167,1
LAWYER,34213,3.47145E+14,Dec-24,325,0
LAWYER,71762,3.55847E+15,Mar-31,6389,0
LAWYER,49941,2.27185E+15,Feb-29,861,1
DOCTOR,80171,6.01152E+15,Aug-29,905,1
DOCTOR,28034,4.52788E+18,Apr-34,622,0
ENGINEER,83625,3.44035E+14,Dec-28,77,0
LAWYER,24100,4.20718E+12,Aug-31,128,1
ENGINEER,9551,2.13173E+14,Oct-28,24,0
LAWYER,91900,4.65984E+18,Feb-25,161,1
DOCTOR,6672,2.13112E+14,Dec-24,4901,1
ENGINEER,72970,2.13108E+14,Aug-28,969,1
LAWYER,57896,4.57879E+12,Dec-31,700,0
ENGINEER,5473,6.58068E+15,Aug-30,5838,0
LAWYER,15322,60426087205,Apr-34,767,0
LAWYER,82064,4.05751E+15,Jun-30,846,0
ENGINEER,7735,6.54665E+15,Jan-26,441,0
LAWYER,87141,6.76158E+11,Jan-32,654,0
DOCTOR,52103,4.48093E+15,Jun-32,120,0
ENGINEER,59796,4.42871E+15,Aug-27,212,1
DOCTOR,49183,3.5449E+15,Jan-34,4704,1
ENGINEER,34327,4.48211E+15,Sep-31,666,0
LAWYER,98866,4.9264E+15,Oct-34,975,1
LAWYER,50493,5.67028E+11,Oct-25,24,1
LAWYER,8720,3.79219E+14,Jun-27,734,0
DOCTOR,53106,4.69775E+15,Oct-30,538,0
LAWYER,20939,3.79179E+14,May-29,570,1
ENGINEER,6740,6.01196E+15,Dec-26,953,0
LAWYER,53946,4.20014E+12,Jun-25,418,1
LAWYER,13237,5.39688E+15,Jun-32,389,1
ENGINEER,36475,4.36231E+15,Mar-34,581,0
ENGINEER,67508,3.02107E+13,Nov-33,2857,0
DOCTOR,98276,2.13109E+14,Jul-32,176,0
LAWYER,72815,3.5673E+15,Jun-27,421,1
LAWYER,79334,3.59156E+15,Mar-33,141,1
ENGINEER,79859,2.28946E+15,Jan-28,101,1
LAWYER,82020,4.61221E+18,Feb-27,264,0
DOCTOR,46222,3.51163E+15,Mar-26,624,0
ENGINEER,57017,2.24418E+15,Sep-30,607,0
ENGINEER,3614,5.25178E+15,Jan-30,569,1
LAWYER,59228,1.80089E+14,May-29,516,0
LAWYER,72795,3.71226E+14,Feb-29,981,1
ENGINEER,45071,3.01582E+13,Oct-26,456,0
DOCTOR,13640,4.69648E+12,Jan-29,965,0
DOCTOR,61753,3.50223E+15,Jun-30,489,0
LAWYER,91456,4.63552E+15,Dec-29,484,1
ENGINEER,26994,3.5103E+15,Oct-31,494,0
ENGINEER,7357,5.02061E+11,Dec-25,541,0
ENGINEER,44964,5.03816E+11,Apr-30,621,0
LAWYER,58683,2.13167E+14,Aug-34,769,0
LAWYER,41373,3.52749E+15,Nov-32,164,0
DOCTOR,59655,6.01169E+15,May-33,4808,1
ENGINEER,29586,3.73549E+14,Sep-26,870,1
DOCTOR,44896,5.58006E+15,Apr-29,903,1
ENGINEER,22667,3.76952E+14,Aug-30,489,0
DOCTOR,49387,4.54676E+18,Oct-33,214,1
LAWYER,42974,5.01894E+11,Feb-25,8944,0
LAWYER,83557,3.7332E+14,Oct-32,587,0
DOCTOR,33847,4.02548E+15,Jul-25,548,1
LAWYER,59695,1.80033E+14,Oct-28,151,1
ENGINEER,6168,4.49213E+15,Apr-30,115,0
DOCTOR,22620,3.4363E+14,Jul-27,413,1
LAWYER,67193,3.5871E+15,May-32,167,0
DOCTOR,84300,2.72024E+15,Jul-34,694,1
LAWYER,44552,4.50954E+15,Jun-28,525,0
DOCTOR,63681,4.67087E+18,Jul-30,126,0
LAWYER,32331,4.97667E+12,Oct-33,267,0
LAWYER,57606,3.74322E+14,Jan-34,4535,1
LAWYER,98316,6.01191E+15,May-31,805,0
LAWYER,96109,3.4136E+14,Aug-25,53,1
ENGINEER,21248,3.59619E+15,Jan-33,71,0
LAWYER,3476,1.8003E+14,Jul-25,363,0
LAWYER,66237,4.86911E+15,Sep-33,960,0
LAWYER,37562,5.35691E+15,Sep-32,326,0
DOCTOR,35914,3.58755E+15,Jun-32,685,0
DOCTOR,40706,4.5987E+12,Dec-27,844,1
ENGINEER,98617,60478701927,Jan-31,263,0
DOCTOR,27214,4.69211E+15,Jul-32,325,0
LAWYER,36547,5.2402E+15,Aug-32,314,0
LAWYER,42231,5.03809E+11,Nov-33,6715,1
DOCTOR,30155,3.01497E+13,Jan-27,823,1
DOCTOR,78579,2.13142E+14,Jun-30,478,0
LAWYER,9587,4.81687E+15,Mar-32,121,1
ENGINEER,57646,4.05662E+15,May-25,89,1
DOCTOR,3608,3.45312E+14,Jul-30,319,0
ENGINEER,48527,4.32943E+18,Feb-28,609,1
ENGINEER,46590,3.44902E+14,Feb-25,577,0
DOCTOR,44099,4.94347E+12,Oct-28,423,0
DOCTOR,27567,4.11187E+18,Jun-30,767,1
LAWYER,86421,4.09355E+18,Apr-27,588,0
DOCTOR,40189,5.60387E+11,Feb-33,877,0
ENGINEER,18565,4.3443E+15,Aug-33,353,0
DOCTOR,19249,3.71805E+14,Dec-27,552,0
ENGINEER,23231,3.55933E+15,May-30,830,0
ENGINEER,64200,3.59633E+15,Jul-28,318,1
ENGINEER,95846,3.53193E+15,Jan-25,11,1
ENGINEER,55433,6.58898E+15,Dec-29,180,1
DOCTOR,68657,4.89553E+15,Apr-26,358,1
ENGINEER,54698,4.78688E+15,Jun-29,9806,1
LAWYER,90558,3.53208E+15,Feb-31,791,1
ENGINEER,1481,4.84437E+15,Nov-32,5624,0
LAWYER,15644,3.87207E+13,Aug-28,823,1
DOCTOR,94018,6.76259E+11,Apr-34,839,0
ENGINEER,10606,4.40455E+18,Nov-25,294,0
DOCTOR,12325,3.7413E+14,Jan-33,851,0
LAWYER,89275,2.25602E+15,Aug-33,457,1
LAWYER,93299,3.01145E+13,Apr-25,559,0
DOCTOR,25093,4.76649E+18,Dec-25,575,1
ENGINEER,48753,3.58592E+15,Jan-31,863,1
DOCTOR,84993,3.54063E+15,Jun-31,429,0
DOCTOR,3713,4.92913E+15,Nov-31,963,0
LAWYER,94371,4.04969E+12,Feb-32,942,0
DOCTOR,93849,4.86138E+18,Dec-28,1496,1
DOCTOR,49704,2.49749E+15,Dec-28,59,0
DOCTOR,23063,3.61394E+13,Jan-28,33,1
LAWYER,18790,4.14494E+15,May-31,169,0
LAWYER,31120,1.80053E+14,Feb-25,852,1
LAWYER,70383,4.18274E+12,Dec-25,162,1
LAWYER,5109,3.52421E+15,May-25,360,0
DOCTOR,84451,4.00949E+15,Apr-31,383,1
LAWYER,80299,6.5683E+15,May-32,878,1
ENGINEER,26071,3.04883E+13,Jan-34,298,0
ENGINEER,87372,6.76149E+11,Aug-28,4507,1
ENGINEER,65432,4.03812E+15,Sep-29,604,1
DOCTOR,23193,1.80091E+14,Jan-26,751,1
ENGINEER,91921,6.57334E+15,Sep-28,643,1
DOCTOR,31867,3.51511E+15,Jul-28,491,0
LAWYER,87204,4.42944E+15,Jul-25,671,1
ENGINEER,44808,4.43895E+15,Dec-30,289,1
LAWYER,47570,4.59422E+15,Feb-26,909,0
LAWYER,57543,3.03918E+13,Jan-32,982,0
ENGINEER,37069,6.76173E+11,Oct-27,781,0
ENGINEER,98524,4.3888E+12,Mar-33,45,1
LAWYER,35822,1.80083E+14,Mar-25,421,1
ENGINEER,49621,4.03273E+18,Dec-33,791,1
DOCTOR,87334,3.51774E+15,Mar-31,249,1
LAWYER,47860,3.79789E+14,Mar-25,279,0
DOCTOR,68061,5.33851E+15,Jan-25,582,0
LAWYER,88305,4.3691E+15,Jul-28,349,0
LAWYER,96801,1.80024E+14,Mar-27,921,0
LAWYER,18664,2.29917E+15,Nov-34,322,0
DOCTOR,19573,1.80003E+14,Aug-34,349,1
DOCTOR,61766,5.62461E+11,May-29,601,0
DOCTOR,10908,4.254E+12,Aug-26,790,1
ENGINEER,25067,6.30406E+11,Oct-34,450,0
DOCTOR,5467,3.57976E+15,Nov-29,327,0
ENGINEER,80112,2.13122E+14,Jun-31,249,1
LAWYER,64910,4.25228E+15,Jan-26,882,1
LAWYER,6200,1.80079E+14,Nov-24,969,1
DOCTOR,22619,2.13104E+14,Mar-26,708,0
LAWYER,84178,4.70541E+12,Dec-25,975,0
LAWYER,83266,6.0118E+15,Feb-32,294,0
LAWYER,62437,6.01138E+15,Apr-28,614,1
DOCTOR,7216,6.39027E+11,Jul-28,87,1
ENGINEER,98542,3.44271E+14,Feb-31,541,0
DOCTOR,70758,3.75453E+14,Oct-32,565,0
ENGINEER,54819,4.80549E+12,Nov-26,1817,0
DOCTOR,19757,6.76127E+11,Dec-25,784,0
ENGINEER,68030,6.57225E+15,Dec-27,56,0
ENGINEER,84652,1.80096E+14,Jul-28,85,0
LAWYER,81876,2.13142E+14,Nov-28,422,1
LAWYER,69987,4.91848E+12,Sep-26,489,0
DOCTOR,54376,4.75099E+15,Sep-33,145,0
DOCTOR,19798,4.03274E+15,Jan-34,829,1
ENGINEER,73909,3.03412E+13,Sep-32,664,1
LAWYER,49687,6.59787E+15,Feb-30,1304,0
ENGINEER,36849,4.99654E+18,Mar-33,661,0
DOCTOR,46499,4.93795E+18,Jun-26,702,1
DOCTOR,62821,4.24464E+15,Sep-27,209,1
DOCTOR,48571,6.01177E+15,Jun-26,725,1
LAWYER,69327,4.58993E+15,Dec-24,865,1
ENGINEER,68966,4.59633E+12,Oct-28,873,1
ENGINEER,83886,6.01191E+15,Jul-31,254,0
LAWYER,59017,4.84005E+18,May-25,335,0
LAWYER,54544,4.25231E+18,Oct-30,485,0
ENGINEER,56477,2.70187E+15,Mar-26,562,1
LAWYER,54517,4.936E+18,Nov-26,662,1
ENGINEER,90317,3.59131E+15,Mar-30,147,1
DOCTOR,4474,6.01136E+15,Feb-25,364,1
DOCTOR,46041,5.03809E+11,Jan-31,765,0
DOCTOR,65845,4.29319E+15,Sep-30,315,1
ENGINEER,73301,4.04953E+12,Jan-30,514,1
ENGINEER,31853,4.85962E+12,Jul-31,374,1
ENGINEER,82440,4.60704E+12,Nov-31,496,0
LAWYER,75109,3.5942E+15,Mar-27,961,1
DOCTOR,44932,3.00376E+13,Jan-28,101,0
ENGINEER,39497,3.45038E+14,Sep-30,938,0
ENGINEER,3296,6.01115E+15,Jan-25,585,0
ENGINEER,76455,3.78586E+14,Jun-30,259,1
DOCTOR,30435,6.39054E+11,Mar-29,831,0
ENGINEER,67776,3.58187E+15,May-26,660,1
LAWYER,50688,6.01185E+15,May-29,605,0
DOCTOR,17272,6.75964E+11,Apr-25,512,1
DOCTOR,88693,3.54264E+15,Mar-27,309,0
LAWYER,72023,4.90163E+15,Mar-32,727,1
ENGINEER,19372,4.52714E+12,Sep-28,713,1
ENGINEER,9960,6.01102E+15,Feb-27,53,1
LAWYER,26341,1.80078E+14,Jan-33,964,0
ENGINEER,46547,3.54384E+15,Jul-33,937,0
DOCTOR,31786,3.57307E+15,Apr-33,459,0
DOCTOR,99021,3.78902E+14,Sep-32,232,0
DOCTOR,97680,3.82189E+13,Jul-30,127,0
LAWYER,3303,3.55057E+15,Aug-28,840,0
ENGINEER,23545,6.76332E+11,Aug-34,117,1
